baseSku,productName,productDescription,categorySlug,variantSku,attributeSummary,price,stockQuantity
PRD1369,Max Cotton Sneakers,Standard max cotton sneakers. Highly rated and perfect for everyday use.,clothing-kids,PRD1369-V2,XL,560.16,379
PRD1369,Max Cotton Sneakers,Basic max cotton sneakers. Highly rated and perfect for everyday use.,clothing-kids,PRD1369-V3,Small,735.49,259
PRD1369,Max Cotton Sneakers,Deluxe max cotton sneakers. Highly rated and perfect for everyday use.,clothing-kids,PRD1369-V4,XXL,667.67,252
PRD1370,Essential Earbuds,Standard essential earbuds. Highly rated and perfect for everyday use.,electronics-accessories,PRD1370-V1,Silver,58.41,141
PRD1370,Essential Earbuds,Basic essential earbuds. Highly rated and perfect for everyday use.,electronics-accessories,PRD1370-V2,White,71.52,118
PRD1370,Essential Earbuds,Advanced essential earbuds. Highly rated and perfect for everyday use.,electronics-accessories,PRD1370-V3,Blue,57.3,261
PRD1371,Ultra Chips,Deluxe ultra chips. Highly rated and perfect for everyday use.,groceries-baking,PRD1371-V1,2kg,43.53,135
PRD1371,Ultra Chips,Standard ultra chips. Highly rated and perfect for everyday use.,groceries-baking,PRD1371-V2,10kg,45.74,491
PRD1371,Ultra Chips,Pro ultra chips. Highly rated and perfect for everyday use.,groceries-baking,PRD1371-V3,1kg,59.4,436
PRD1371,Ultra Chips,Basic ultra chips. Highly rated and perfect for everyday use.,groceries-baking,PRD1371-V4,5kg,55.71,415
PRD1372,Daily Standard Body Wash,Premium daily standard body wash. Highly rated and perfect for everyday use.,health-and-beauty-skincare,PRD1372-V1,1L,60.39,482
PRD1372,Daily Standard Body Wash,Eco-Friendly daily standard body wash. Highly rated and perfect for everyday use.,health-and-beauty-skincare,PRD1372-V2,250ml,45.08,132
PRD1373,Max Keyboard,Premium max keyboard. Highly rated and perfect for everyday use.,electronics-power,PRD1373-V1,Blue,63.15,236
PRD1374,Essential Flour,Deluxe essential flour. Highly rated and perfect for everyday use.,groceries-snacks,PRD1374-V1,10kg,20.2,156
PRD1375,Choice Rice,Deluxe choice rice. Highly rated and perfect for everyday use.,groceries-beverages,PRD1375-V1,10kg,68.08,159
PRD1376,Daily Basic Shampoo,Deluxe daily basic shampoo. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1376-V1,1L,69.93,485
PRD1377,Monate Deluxe Moisturizer,Eco-Friendly monate deluxe moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1377-V1,1L,129.13,304
PRD1377,Monate Deluxe Moisturizer,Eco-Friendly monate deluxe moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1377-V2,500ml,133.87,475
PRD1378,Choice Eco-Friendly Shampoo,Standard choice eco-friendly shampoo. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1378-V1,1L,150.48,33
PRD1378,Choice Eco-Friendly Shampoo,Premium choice eco-friendly shampoo. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1378-V2,100ml,152.43,220
PRD1379,Essential Pro Toothpaste,Basic essential pro toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1379-V1,100ml,93.04,376
PRD1379,Essential Pro Toothpaste,Premium essential pro toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1379-V2,250ml,69.97,437
PRD1379,Essential Pro Toothpaste,Advanced essential pro toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1379-V3,500ml,114.74,142
PRD1380,Daily Bed Sheets,Basic daily bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1380-V1,Large,36.22,215
PRD1380,Daily Bed Sheets,Basic daily bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1380-V2,Value Pack,33.17,399
PRD1380,Daily Bed Sheets,Eco-Friendly daily bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1380-V3,Standard,47.63,197
PRD1381,Max Bed Sheets,Eco-Friendly max bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1381-V1,Large,63.37,179
PRD1381,Max Bed Sheets,Basic max bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1381-V2,Standard,80.08,200
PRD1382,Luxe Rice,Premium luxe rice. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1382-V1,5kg,87.02,15
PRD1382,Luxe Rice,Deluxe luxe rice. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1382-V2,1kg,119.98,124
PRD1382,Luxe Rice,Pro luxe rice. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1382-V3,2kg,146.26,59
PRD1382,Luxe Rice,Premium luxe rice. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1382-V4,10kg,120.81,485
PRD1383,Max Keyboard,Premium max keyboard. Highly rated and perfect for everyday use.,electronics-accessories,PRD1383-V1,Blue,135.44,129
PRD1383,Max Keyboard,Premium max keyboard. Highly rated and perfect for everyday use.,electronics-accessories,PRD1383-V2,White,114.34,155
PRD1383,Max Keyboard,Eco-Friendly max keyboard. Highly rated and perfect for everyday use.,electronics-accessories,PRD1383-V3,Black,107.91,433
PRD1383,Max Keyboard,Standard max keyboard. Highly rated and perfect for everyday use.,electronics-accessories,PRD1383-V4,Silver,109.34,215
PRD1384,Essential Cookies,Standard essential cookies. Highly rated and perfect for everyday use.,groceries-baking,PRD1384-V1,1kg,33.56,18
PRD1384,Essential Cookies,Pro essential cookies. Highly rated and perfect for everyday use.,groceries-baking,PRD1384-V2,10kg,28.55,27
PRD1384,Essential Cookies,Basic essential cookies. Highly rated and perfect for everyday use.,groceries-baking,PRD1384-V3,2kg,31.21,361
PRD1384,Essential Cookies,Standard essential cookies. Highly rated and perfect for everyday use.,groceries-baking,PRD1384-V4,5kg,41.85,316
PRD1385,Max Basic Vitamin C,Advanced max basic vitamin c. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1385-V1,500ml,80.57,45
PRD1385,Max Basic Vitamin C,Standard max basic vitamin c. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1385-V2,250ml,77.84,188
PRD1385,Max Basic Vitamin C,Standard max basic vitamin c. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1385-V3,1L,109.88,363
PRD1385,Max Basic Vitamin C,Standard max basic vitamin c. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1385-V4,100ml,65.62,153
