baseSku,name,description,price,category,imageUrl
ELE-0705,Electronics Item 705,High quality Electronics Item 705 for your daily needs.,14.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0706,Home & Kitchen Item 706,High quality Home & Kitchen Item 706 for your daily needs.,15.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0707,Clothing Item 707,High quality Clothing Item 707 for your daily needs.,16.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0708,Groceries Item 708,High quality Groceries Item 708 for your daily needs.,17.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0709,Beauty Item 709,High quality Beauty Item 709 for your daily needs.,18.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0710,Electronics Item 710,High quality Electronics Item 710 for your daily needs.,19.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0711,Home & Kitchen Item 711,High quality Home & Kitchen Item 711 for your daily needs.,20.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0712,Clothing Item 712,High quality Clothing Item 712 for your daily needs.,21.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0713,Groceries Item 713,High quality Groceries Item 713 for your daily needs.,22.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0714,Beauty Item 714,High quality Beauty Item 714 for your daily needs.,23.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0715,Electronics Item 715,High quality Electronics Item 715 for your daily needs.,24.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0716,Home & Kitchen Item 716,High quality Home & Kitchen Item 716 for your daily needs.,25.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0717,Clothing Item 717,High quality Clothing Item 717 for your daily needs.,26.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0718,Groceries Item 718,High quality Groceries Item 718 for your daily needs.,27.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0719,Beauty Item 719,High quality Beauty Item 719 for your daily needs.,28.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0720,Electronics Item 720,High quality Electronics Item 720 for your daily needs.,29.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0721,Home & Kitchen Item 721,High quality Home & Kitchen Item 721 for your daily needs.,30.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0722,Clothing Item 722,High quality Clothing Item 722 for your daily needs.,31.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0723,Groceries Item 723,High quality Groceries Item 723 for your daily needs.,32.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0724,Beauty Item 724,High quality Beauty Item 724 for your daily needs.,33.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0725,Electronics Item 725,High quality Electronics Item 725 for your daily needs.,34.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0726,Home & Kitchen Item 726,High quality Home & Kitchen Item 726 for your daily needs.,35.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0727,Clothing Item 727,High quality Clothing Item 727 for your daily needs.,36.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0728,Groceries Item 728,High quality Groceries Item 728 for your daily needs.,37.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0729,Beauty Item 729,High quality Beauty Item 729 for your daily needs.,38.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0730,Electronics Item 730,High quality Electronics Item 730 for your daily needs.,39.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0731,Home & Kitchen Item 731,High quality Home & Kitchen Item 731 for your daily needs.,40.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0732,Clothing Item 732,High quality Clothing Item 732 for your daily needs.,41.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0733,Groceries Item 733,High quality Groceries Item 733 for your daily needs.,42.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0734,Beauty Item 734,High quality Beauty Item 734 for your daily needs.,43.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0735,Electronics Item 735,High quality Electronics Item 735 for your daily needs.,44.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0736,Home & Kitchen Item 736,High quality Home & Kitchen Item 736 for your daily needs.,45.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0737,Clothing Item 737,High quality Clothing Item 737 for your daily needs.,46.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0738,Groceries Item 738,High quality Groceries Item 738 for your daily needs.,47.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0739,Beauty Item 739,High quality Beauty Item 739 for your daily needs.,48.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0740,Electronics Item 740,High quality Electronics Item 740 for your daily needs.,49.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0741,Home & Kitchen Item 741,High quality Home & Kitchen Item 741 for your daily needs.,50.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0742,Clothing Item 742,High quality Clothing Item 742 for your daily needs.,51.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0743,Groceries Item 743,High quality Groceries Item 743 for your daily needs.,52.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0744,Beauty Item 744,High quality Beauty Item 744 for your daily needs.,53.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0745,Electronics Item 745,High quality Electronics Item 745 for your daily needs.,54.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0746,Home & Kitchen Item 746,High quality Home & Kitchen Item 746 for your daily needs.,55.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0747,Clothing Item 747,High quality Clothing Item 747 for your daily needs.,56.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0748,Groceries Item 748,High quality Groceries Item 748 for your daily needs.,57.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0749,Beauty Item 749,High quality Beauty Item 749 for your daily needs.,58.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0750,Electronics Item 750,High quality Electronics Item 750 for your daily needs.,59.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0751,Home & Kitchen Item 751,High quality Home & Kitchen Item 751 for your daily needs.,60.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0752,Clothing Item 752,High quality Clothing Item 752 for your daily needs.,61.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0753,Groceries Item 753,High quality Groceries Item 753 for your daily needs.,62.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0754,Beauty Item 754,High quality Beauty Item 754 for your daily needs.,63.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0755,Electronics Item 755,High quality Electronics Item 755 for your daily needs.,64.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0756,Home & Kitchen Item 756,High quality Home & Kitchen Item 756 for your daily needs.,65.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0757,Clothing Item 757,High quality Clothing Item 757 for your daily needs.,66.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0758,Groceries Item 758,High quality Groceries Item 758 for your daily needs.,67.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0759,Beauty Item 759,High quality Beauty Item 759 for your daily needs.,68.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0760,Electronics Item 760,High quality Electronics Item 760 for your daily needs.,69.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0761,Home & Kitchen Item 761,High quality Home & Kitchen Item 761 for your daily needs.,70.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0762,Clothing Item 762,High quality Clothing Item 762 for your daily needs.,71.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0763,Groceries Item 763,High quality Groceries Item 763 for your daily needs.,72.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0764,Beauty Item 764,High quality Beauty Item 764 for your daily needs.,73.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0765,Electronics Item 765,High quality Electronics Item 765 for your daily needs.,74.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0766,Home & Kitchen Item 766,High quality Home & Kitchen Item 766 for your daily needs.,75.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0767,Clothing Item 767,High quality Clothing Item 767 for your daily needs.,76.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0768,Groceries Item 768,High quality Groceries Item 768 for your daily needs.,77.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0769,Beauty Item 769,High quality Beauty Item 769 for your daily needs.,78.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0770,Electronics Item 770,High quality Electronics Item 770 for your daily needs.,79.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0771,Home & Kitchen Item 771,High quality Home & Kitchen Item 771 for your daily needs.,80.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0772,Clothing Item 772,High quality Clothing Item 772 for your daily needs.,81.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0773,Groceries Item 773,High quality Groceries Item 773 for your daily needs.,82.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0774,Beauty Item 774,High quality Beauty Item 774 for your daily needs.,83.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0775,Electronics Item 775,High quality Electronics Item 775 for your daily needs.,84.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0776,Home & Kitchen Item 776,High quality Home & Kitchen Item 776 for your daily needs.,85.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0777,Clothing Item 777,High quality Clothing Item 777 for your daily needs.,86.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0778,Groceries Item 778,High quality Groceries Item 778 for your daily needs.,87.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0779,Beauty Item 779,High quality Beauty Item 779 for your daily needs.,88.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0780,Electronics Item 780,High quality Electronics Item 780 for your daily needs.,89.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0781,Home & Kitchen Item 781,High quality Home & Kitchen Item 781 for your daily needs.,90.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0782,Clothing Item 782,High quality Clothing Item 782 for your daily needs.,91.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0783,Groceries Item 783,High quality Groceries Item 783 for your daily needs.,92.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0784,Beauty Item 784,High quality Beauty Item 784 for your daily needs.,93.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0785,Electronics Item 785,High quality Electronics Item 785 for your daily needs.,94.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0786,Home & Kitchen Item 786,High quality Home & Kitchen Item 786 for your daily needs.,95.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0787,Clothing Item 787,High quality Clothing Item 787 for your daily needs.,96.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0788,Groceries Item 788,High quality Groceries Item 788 for your daily needs.,97.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0789,Beauty Item 789,High quality Beauty Item 789 for your daily needs.,98.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0790,Electronics Item 790,High quality Electronics Item 790 for your daily needs.,99.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0791,Home & Kitchen Item 791,High quality Home & Kitchen Item 791 for your daily needs.,100.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0792,Clothing Item 792,High quality Clothing Item 792 for your daily needs.,101.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0793,Groceries Item 793,High quality Groceries Item 793 for your daily needs.,102.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0794,Beauty Item 794,High quality Beauty Item 794 for your daily needs.,103.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0795,Electronics Item 795,High quality Electronics Item 795 for your daily needs.,104.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0796,Home & Kitchen Item 796,High quality Home & Kitchen Item 796 for your daily needs.,105.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0797,Clothing Item 797,High quality Clothing Item 797 for your daily needs.,106.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0798,Groceries Item 798,High quality Groceries Item 798 for your daily needs.,107.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0799,Beauty Item 799,High quality Beauty Item 799 for your daily needs.,108.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0800,Electronics Item 800,High quality Electronics Item 800 for your daily needs.,9.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0801,Home & Kitchen Item 801,High quality Home & Kitchen Item 801 for your daily needs.,10.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0802,Clothing Item 802,High quality Clothing Item 802 for your daily needs.,11.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
